9315400 37654 -20668 -712.595 680.321 1584780466.000000
9330400 29344 -16810 -1164.39 596.761 1584780466.000000
9330600 -12892 10650 -642.889 764.177 1584780466.000000
9315400 37607 -20634 -729.309 704.782 1584780467.000000
9330400 29244 -16726 -1110.57 743.089 1584780467.000000
9330600 -12979 10680 -748.961 775.02 1584780467.000000
9315400 37546 -20587 -687.414 684.354 1584780467.000000
9330400 29133 -16669 -1173.99 806.374 1584780467.000000
9330600 -13076 10738 -941.434 667.125 1584780467.000000
9315400 37477 -20535 -740.725 693.132 1584780467.000000
9330400 29057 -16645 -1094.69 759.742 1584780467.000000
9330600 -13151 10794 -948.143 638.144 1584780467.000000
9315400 37409 -20507 -768.125 639.277 1584780467.000000
9330400 28944 -16581 -1258.48 742.233 1584780467.000000
9330600 -13205 10847 -889.671 650.517 1584780467.000000
9315400 37351 -20457 -843.701 668.866 1584780467.000000
9330400 28852 -16649 -1410.91 514.692 1584780467.000000
9330600 -13262 10897 -876.789 595.078 1584780467.000000
9315400 37293 -20402 -746.681 707.251 1584780467.000000
9330400 28765 -16674 -1362.43 435.946 1584780467.000000
9330600 -13317 10939 -857.378 486.359 1584780467.000000
9315400 37269 -20378 -808.15 735.613 1584780467.000000
9330400 28666 -16651 -1275.85 442.154 1584780467.000000
9330600 -13370 10969 -834.39 337.824 1584780467.000000
9315400 37235 -20361 -823.274 662.082 1584780467.000000
9330400 28612 -16611 -1135.86 498.369 1584780467.000000
9330600 -13757 10754 -1410.97 -304.45 1584780467.000000
9315400 37167 -20290 -821.018 742.938 1584780467.000000
9330400 28572 -16564 -1117.47 731.699 1584780467.000000
9330600 -13902 10658 -1473.91 -544.388 1584780467.000000
9315400 37067 -20232 -861.547 736.805 1584780467.000000
9330400 28500 -16516 -1134.23 840.706 1584780467.000000
9330600 -13939 10675 -1282.17 -408.635 1584780467.000000
9315400 36983 -20181 -847.076 663.345 1584780467.000000
9330400 28427 -16440 -1021.49 1099.22 1584780467.000000
9330600 -13957 10677 -1121.62 -271.046 1584780467.000000
9315400 36964 -20154 -784.854 662.74 1584780467.000000
9330400 28335 -16385 -1169.89 1070.46 1584780467.000000
9330600 -14012 10647 -1273.29 -348.861 1584780467.000000
9315400 36906 -20147 -774.335 607.28 1584780467.000000
9330400 28257 -16303 -1167.31 1138.96 1584780467.000000
9330600 -13990 10734 -1153.57 -136.789 1584780467.000000
9315400 36783 -20073 -885.497 734.468 1584780467.000000
9330400 28112 -16419 -1041.53 472.902 1584780467.000000
9330600 -14065 10814 -914.036 33.1026 1584780467.000000
9315400 36670 -20009 -1146.84 846.512 1584780467.000000
9330400 28054 -16449 -948.098 330.968 1584780467.000000
9330600 -14148 10884 -843.231 233.708 1584780467.000000
9315400 36589 -19925 -1127.01 881.747 1584780468.000000
9330400 28005 -16415 -831.548 243.129 1584780468.000000
